web-scraper-order,web-scraper-start-url,reparto,reparto-href,title,price
"1525363410-1245","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta fresca non ripiena","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/pasta-fresca-non-ripiena/c/20043","IL GIGANTE Gnocchi 2 x 250 g","€ 1,55"
"1525363347-857","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Snack salati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/snack-salati/c/20074","San Carlo classica multipacco 6 x 25 g","€ 2,28"
"1525363412-1261","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta fresca ripiena","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/pasta-fresca-ripiena/c/20044","Giovanni Rana Duetto Burrata - Basilico 250 g","€ 2,89"
"1525363304-564","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimenti per gatti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/amici-animali/alimenti-per-gatti/c/20004","PURINA GOURMET Gatto Tocchetti mignon con pollo e tacchino 3x195 g","€ 2,14"
"1525363294-544","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Igiene orale","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/igiene-orale/c/20030","Colgate Slim Soft Carbone Morbido Spazzolino","€ 2,69"
"1525363356-914","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Tonno, pesce e carne in scatola","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/tonno,-pesce-e-carne-in-scatola/c/20076","IL GIGANTE Alici Distese in Olio di Oliva 42% 156 g","€ 4,90"
"1525363423-1334","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Mozzarelle","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/mozzarelle/c/20083","Mandara Mozzarella di latte di Bufala bocconcini 300 g vasetto","€ 4,99"
"1525363284-479","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura del corpo","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-del-corpo/c/20029","Nivea Men Sensitive Crema idratante 75 ml","€ 6,49"
"1525363304-574","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimenti per gatti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/amici-animali/alimenti-per-gatti/c/20004","Kitekat in Salsa con Pollo 3 x 410 g","€ 2,98"
"1525363271-404","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bucato","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/bucato/c/20098","Sole Perle di Pulito 26 x 19 ml","€ 3,98"
"1525363317-657","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Birre","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/birre/c/20010","Menabrea Original 66 cl OWN","€ 1,33"
"1525363451-1525","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Frutta fresca","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/frutta-fresca/c/20036","BANANE CHIQUITA","2,28 €/KG"
"1525363421-1313","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Grana e parmigiano","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/grana-e-parmigiano/c/20081","Leerdammer Lightlife* Fette 100 g","€ 1,25"
"1525363414-1281","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Piatti pronti confezionati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/piatti-pronti-confezionati/c/20045","IL GIGANTE Tramezzino Prosciutto Praga e Scamorza con Pane Integrale 2 Tramezzini 150 g","€ 2,28"
"1525363339-797","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Panetteria","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pane-e-pasticceria/panetteria/c/20060","Le Veneziane Mini grissini 250 g","€ 3,40"
"1525363307-589","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimenti per cani","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/amici-animali/alimenti-per-cani/c/20003","Cesar Le Delizie del Giorno con tenero Pollo e Verdure Miste in Salsa busta 100 g","€ 0,64"
"1525363263-353","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cartoleria","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/cartoleria/c/20099","Fabriano Disegno FA/2 album 20 fogli 24x33 cm ruvido","€ 2,80"
"1525363343-827","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimenti vegetali","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/alimenti-vegetali/c/20077","Compagnia Italiana Alimenti Biologici Seitan alla Piastra Bio 2 x 125 g","€ 3,99"
"1525363337-775","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasticceria","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pane-e-pasticceria/pasticceria/c/20061","Mikado Cioccolato Fondente 75 g","€ 1,18"
"1525363341-811","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Olio","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/olio/c/20111","IL GIGANTE Olio Extra Vergine di Oliva 1l","€ 5,48"
"1525363414-1267","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Piatti pronti confezionati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/piatti-pronti-confezionati/c/20045","Fish Aven Salmone atlantico 100 g","€ 4,90"
"1525363271-402","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bucato","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/bucato/c/20098","Vanish Oxi Action 750 ml","€ 3,06"
"1525363434-1415","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Salumi a cubetti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/salumi-a-cubetti/c/20085","Fratelli Beretta Pancetta Affumicata a cubetti Senza Glutine 2 x 90 g","€ 2,98"
"1525363341-813","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Olio","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/olio/c/20111","Olita 1 L","€ 1,83"
"1525363271-406","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bucato","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/bucato/c/20098","Lip Woolite Mix Color 1.5 L","€ 3,14"
"1525363354-894","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Sottoli, sottaceti, frutta e verdura conservata","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/sottoli,-sottaceti,-frutta-e-verdura-conservata/c/20075","Del Monte Macedonia di Frutta allo Sciroppo 420 g","€ 1,53"
"1525363317-666","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Birre","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/birre/c/20010","Birra Moretti Le Regionali alla Piemontese 500 ML","€ 1,69"
"1525363410-1242","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta fresca non ripiena","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/pasta-fresca-non-ripiena/c/20043","Giovanni Rana Gnocchetti Freschi di Patate 500 g","€ 1,67"
"1525363309-604","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura e salute","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-il-bambino/cura-e-salute/c/20095","IL GIGANTE Salviettine detergenti per bimbo 72 pezzi","€ 2,89"
"1525363401-1182","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Uova","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/uova/c/20058","Aia aeQuilibrium Album d'Uovo Pastorizzato 500 g","€ 1,49"
"1525363322-686","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Acqua","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/acqua/c/20007","Sant'Anna Frizzante di Vinadio 1 Litro","€ 0,43"
"1525363386-1095","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pollo, tacchino e coniglio","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/pollo,-tacchino-e-coniglio/c/20018","GALLETTO LIVORNESE FILIERA IL GIGANTE","6,90 €/KG"
"1525363354-905","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Sottoli, sottaceti, frutta e verdura conservata","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/sottoli,-sottaceti,-frutta-e-verdura-conservata/c/20075","Cirio I piselli fini 410 g","€ 1,47"
"1525363332-751","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne e pesce","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/carne-e-pesce/c/20048","Mare Vongole sgusciate surgelate 250 g","€ 1,99"
"1525363434-1404","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Salumi a cubetti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/salumi-a-cubetti/c/20085","Cipressi in Chianti Pancetta Toscana 100 g","€ 4,48"
"1525363412-1259","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta fresca ripiena","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/pasta-fresca-ripiena/c/20044","BUITONI SENZA GLUTINE CAPPELLETTI AL PROSCIUTTO CRUDO pasta fresca all'uovo senza glutine 250g","€ 4,79"
"1525363326-711","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pizza e torte salate","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/pizza-e-torte-salate/c/20053","Italpizza Gran Pizzeria Margherita Surgelata 410 g","€ 2,99"
"1525363408-1226","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Condimenti freschi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/condimenti-freschi/c/20041","BUITONI PESTO ALLA SICILIANA pesto fresco con basilico pomodoro pinoli e Grana Padano DOP 140g","€ 2,18"
"1525363403-1205","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Burro e condimenti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/burro-e-condimenti/c/20055","STRUTTO RAFFINATO IN VASCHETTA","€ 1,39"
"1525363444-1480","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Verdura pronta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/verdura-pronta/c/20040","IL GIGANTE Lavata e pronta Rucola 200 g","€ 1,98"
"1525363390-1103","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne trita, lavorata e insaccati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/carne-trita,-lavorata-e-insaccati/c/20017","Montana Gourmet Tartare di Vitello 2 x 105 g","€ 5,99"
"1525363258-319","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bricolage","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/bricolage/c/20089","Philips lampadina LED smerigliata a goccia 100W E27","€ 7,90"
"1525363397-1152","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Coppe, budini e dessert","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/coppe,-budini-e-dessert/c/20056","Danette Crema al Cioccolato 4 x 125 g","€ 2,39"
"1525363432-1394","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Wurstel e altri precotti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/wurstel-e-altri-precotti/c/20086","Fratelli Beretta Stinco già arrosto 650 g","€ 6,90"
"1525363421-1319","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Grana e parmigiano","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/grana-e-parmigiano/c/20081","PREMIATI DA IL GIGANTE Parmigiano Reggiano DOP Oltre 30 Mesi 250 g","€ 4,98"
"1525363356-907","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Tonno, pesce e carne in scatola","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/tonno,-pesce-e-carne-in-scatola/c/20076","Sapori di Mare Tranci di Tonno in Olio di Oliva 3 x 80 g","€ 5,99"
"1525363322-694","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Acqua","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/acqua/c/20007","Sant'Anna Frizzante di Vinadio 1,5 Litri","€ 0,47"
"1525363369-999","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Zucchero e dolcificanti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/zucchero-e-dolcificanti/c/20025","Ristora Fruttosio 500 g","€ 2,88"
"1525363332-745","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne e pesce","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/carne-e-pesce/c/20048","Costa Gamberi del Pacifico 300 g","€ 9,70"
"1525363369-1002","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Zucchero e dolcificanti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/zucchero-e-dolcificanti/c/20025","Misura Stevia Dolcificante in compresse 100 compresse 8,5 g","€ 2,58"
"1525363322-688","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Acqua","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/acqua/c/20007","IL GIGANTE Acqua Minerale Leggermente Frizzante Stella Alpina 150 cl","€ 0,32"
"1525363421-1318","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Grana e parmigiano","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/grana-e-parmigiano/c/20081","Parmareggio Stick di Parmigiano Reggiano DOP 125 g","€ 3,15"
"1525363320-678","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bibite e succhi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/bibite-e-succhi/c/20009","Zuegg Skipper Senza Zuccheri Aggiunti* Arancia Rossa 330 ml","€ 0,94"
"1525363280-460","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Rasatura e depilazione","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/rasatura-e-depilazione/c/20035","Nivea Men Active Age Dopobarba + anti-età 75 ml","€ 6,99"
"1525363367-987","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cioccolato, dolci, caramelle","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/cioccolato,-dolci,-caramelle/c/20020","Milka Oreo 100 g","€ 1,15"
"1525363451-1523","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Frutta fresca","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/frutta-fresca/c/20036","MELE CRIPPS PINK","2,98 €/KG"
"1525363371-1009","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Fette e spalmabili","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/fette-e-spalmabili/c/20024","Rigoni di Asiago Nocciolata 350 g","€ 4,60"
"1525363408-1224","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Condimenti freschi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/condimenti-freschi/c/20041","BUITONI PESTO ALLA GENOVESE pesto fresco con basilico Pecorino e Grana Padano 140g","€ 2,19"
"1525363350-861","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Condimenti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/condimenti/c/20068","Maille Miel Senape con Miele 230 g","€ 1,99"
"1525363376-1043","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cereali colazione","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/cereali-colazione/c/20023","FITNESS CUP DELICE CIOCCOLATO cereali croccanti con cuore morbido al cioccolato 45g","€ 0,99"
"1525363363-954","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta e riso","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/pasta-e-riso/c/20070","Rummo Maccheroncini Rigati N° 7 500 g","€ 1,25"
"1525363271-396","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bucato","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/bucato/c/20098","Deox Capi Neri e Scuri 1 l","€ 1,87"
"1525363416-1286","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Piatti pronti da banco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/piatti-pronti-da-banco/c/20046","INSALATA DI MARE PIU' PRODOTTO GASTRONOMICO CON MOLLUSCHI E CROSTACEI DECONGELATI","36,90 €/KG"
"1525363440-1459","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Salumi da banco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/salumi-da-banco/c/20107","MORTADELLA BOLOGNA IGP LA BLU SENZA PISTACCHI","12,90 €/KG"
"1525363298-553","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Lettiere e deodoranti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/amici-animali/lettiere-e-deodoranti/c/20006","Catsan Hygiene plus 10 l","€ 4,99"
"1525363360-944","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Farine e polenta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/farine-e-polenta/c/20069","Polenta Valsugana la Classica 2 x 375 g","€ 3,68"
"1525363395-1140","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne bovina","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/carne-bovina/c/20012","CARPACCIO DI BOVINO ADULTO","19,90 €/KG"
"1525363286-499","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura dei capelli","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-dei-capelli/c/20028","Palette 3-1 Castano Scuro","€ 4,24"
"1525363386-1092","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pollo, tacchino e coniglio","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/pollo,-tacchino-e-coniglio/c/20018","SOVRACOSCE DI POLLO DISOSSATE","€ 2,98"
"1525363261-333","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Giardinaggio","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/giardinaggio/c/20090","SOTTOVASO DIAMETRO 18 COLORE LAVANDA","€ 0,90"
"1525363274-423","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Accessori pulizia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/accessori-pulizia/c/20097","Vileda Pavimenti cotone con microfibra","€ 2,75"
"1525363296-551","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Igiene e antiparassitari","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/amici-animali/igiene-e-antiparassitari/c/20005","Vitakraft Care Sacchetti raccogli feci 60 pz","€ 2,99"
"1525363350-862","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Condimenti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/condimenti/c/20068","Old El Paso Salsa Mexicana Mild 312 g","€ 3,34 (-30%)"
"1525363421-1315","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Grana e parmigiano","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/grana-e-parmigiano/c/20081","Biraghi Petali Sottili Gran Biraghi 80 g","€ 1,59"
"1525363278-444","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Parafarmacia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/parafarmacia/c/20033","Amuchina Gel Xgerm disinfettante mani 80 ml","€ 2,25"
"1525363354-902","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Sottoli, sottaceti, frutta e verdura conservata","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/sottoli,-sottaceti,-frutta-e-verdura-conservata/c/20075","Saclà Sottolì Funghetti 290 g","€ 4,10"
"1525363294-542","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Igiene orale","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/igiene-orale/c/20030","Elmex Protezione Carie Professional Dentifricio 75 ml","€ 3,84"
"1525363432-1400","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Wurstel e altri precotti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/wurstel-e-altri-precotti/c/20086","Aia Wudy Classico Snack 100 g","€ 0,70"
"1525363304-576","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimenti per gatti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/amici-animali/alimenti-per-gatti/c/20004","PURINA ONE BIFENSIS Gatto Crocchette ADULT Ricco in Salmone e Cereali Integrali Sacco 800g","€ 4,39"
"1525363369-1004","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Zucchero e dolcificanti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/zucchero-e-dolcificanti/c/20025","Eridania Tropical 1 kg","€ 2,49"
"1525363444-1472","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Verdura pronta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/verdura-pronta/c/20040","Cottin tavola Spinaci al Vapore 300 g","€ 2,79"
"1525363276-432","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Detersivi pulizia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/detersivi-pulizia/c/20100","Wc Net Candeggina 2 x 40 g","€ 2,65"
"1525363449-1504","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Preparati di frutta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/preparati-di-frutta/c/20038","Insal'Arte Smile Zenzero 250 ml","€ 1,95"
"1525363386-1096","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pollo, tacchino e coniglio","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/pollo,-tacchino-e-coniglio/c/20018","META' CONIGLIO DISOSSATO RIPIENO","19,90 €/KG"
"1525363408-1222","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Condimenti freschi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/condimenti-freschi/c/20041","Biffi 100% Vegetale Pesto con Tofu 150 g","€ 2,44"
"1525363378-1057","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Caffè, the e altre bevande calde","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/caff%C3%A8,-the-e-altre-bevande-calde/c/20019","Twinings Pure Green Tea 25 x 2 g","€ 2,50"
"1525363373-1026","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Biscotti, merendine e snack dolci","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/biscotti,-merendine-e-snack-dolci/c/20022","Bounty 6 x 28.5 g","€ 2,38"
"1525363289-517","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carta igienica, assorbenti, cotone","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/carta-igienica,-assorbenti,-cotone/c/20026","Lines Specialist Ultramini x 24","€ 2,76"
"1525363347-854","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Snack salati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/snack-salati/c/20074","Galbusera Trà il cracker snack 200 g","€ 0,99"
"1525363378-1053","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Caffè, the e altre bevande calde","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/caff%C3%A8,-the-e-altre-bevande-calde/c/20019","Orzo Bimbo granulare istantaneo 100 g","€ 2,84"
"1525363412-1256","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta fresca ripiena","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/pasta-fresca-ripiena/c/20044","IL GIGANTE Tortellini alla Carne 250 g","€ 2,14"
"1525363447-1492","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Verdura","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/verdura/c/20039","CAROTE VASSOIO 1 KG","€ 1,45"
"1525363427-1361","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Formaggi a fette","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/formaggi-a-fette/c/20080","Parmareggio Gustose Fettine al Parmigiano Reggiano 150 g","€ 1,59"
